"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","fecha","District"
"142",1980-05-21,"Wed","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"21/05/1980","TBD"
"143",1980-05-22,"Thu","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"22/05/1980","TBD"
"144",1980-05-23,"Fri","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"23/05/1980","TBD"
"145",1980-05-24,"Sat","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"24/05/1980","TBD"
"146",1980-05-25,"Sun","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"25/05/1980","TBD"
"147",1980-05-26,"Mon","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"26/05/1980","TBD"
"148",1980-05-27,"Tue","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"27/05/1980","TBD"
"149",1980-05-28,"Wed","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"28/05/1980","TBD"
"150",1980-05-29,"Thu","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"29/05/1980","TBD"
"151",1980-05-30,"Fri","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"30/05/1980","TBD"
"152",1980-05-31,"Sat","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"31/05/1980","TBD"
"153",1980-06-01,"Sun","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"01/06/1980","TBD"
"154",1980-06-02,"Mon","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"02/06/1980","TBD"
"155",1980-06-02,"Mon","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"02/06/1980","TBD"
"156",1980-06-03,"Tue","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"03/06/1980","TBD"
"157",1980-06-03,"Tue","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"03/06/1980","TBD"
"158",1980-06-04,"Wed","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"04/06/1980","TBD"
"159",1980-06-04,"Wed","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"04/06/1980","TBD"
"160",1980-06-05,"Thu","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"05/06/1980","TBD"
"161",1980-06-05,"Thu","strike","pipefitters","firm","Alcan","strike for higher pay at construction site","Ireland","Aughinish Island","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"05/06/1980","TBD"
"162",1980-06-06,"Fri","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"06/06/1980","TBD"
"163",1980-06-07,"Sat","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"07/06/1980","TBD"
"164",1980-06-08,"Sun","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"08/06/1980","TBD"
"165",1980-06-09,"Mon","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"09/06/1980","TBD"
"166",1980-06-10,"Tue","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"10/06/1980","TBD"
"167",1980-06-11,"Wed","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"11/06/1980","TBD"
"168",1980-06-12,"Thu","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"12/06/1980","TBD"
"169",1980-06-13,"Fri","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"13/06/1980","TBD"
"170",1980-06-14,"Sat","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"14/06/1980","TBD"
"171",1980-06-15,"Sun","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"15/06/1980","TBD"
"172",1980-06-16,"Mon","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"16/06/1980","TBD"
"173",1980-06-17,"Tue","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"17/06/1980","TBD"
"174",1980-06-18,"Wed","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"18/06/1980","TBD"
"175",1980-06-19,"Thu","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"19/06/1980","TBD"
"176",1980-06-20,"Fri","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"20/06/1980","TBD"
"177",1980-06-21,"Sat","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"21/06/1980","TBD"
"178",1980-06-22,"Sun","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"22/06/1980","TBD"
"179",1980-06-23,"Mon","strike","maintenance workers","firm","Aer Lingus","strike for higher pay","Ireland","Shannon","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Forbes","04/08/1980",NA,"23/06/1980","TBD"
"180",1980-06-24,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/06/1980","TBD"
"181",1980-06-25,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/06/1980","TBD"
"182",1980-06-26,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/06/1980","TBD"
"183",1980-06-27,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/06/1980","TBD"
"184",1980-06-28,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/06/1980","TBD"
"185",1980-06-29,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/06/1980","TBD"
"186",1980-06-30,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/06/1980","TBD"
"187",1980-07-01,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/07/1980","TBD"
"188",1980-07-02,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/07/1980","TBD"
"189",1980-07-03,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/07/1980","TBD"
"190",1980-07-04,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/07/1980","TBD"
"191",1980-07-05,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/07/1980","TBD"
"192",1980-07-06,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/07/1980","TBD"
"193",1980-07-07,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/07/1980","TBD"
"194",1980-07-08,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/07/1980","TBD"
"195",1980-07-09,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/07/1980","TBD"
"196",1980-07-10,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/07/1980","TBD"
"197",1980-07-11,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/07/1980","TBD"
"198",1980-07-12,"Sat","strike","transport workers","government",NA,"maintenance workers want free rail travel in UK","Ireland","Dublin","free UK travel",NA,NA,800,0,0,0,"N",0,0,0,678827,"Reuters","12/07/1980",NA,"12/07/1980","TBD"
"199",1980-07-13,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/07/1980","TBD"
"200",1980-07-14,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/07/1980","TBD"
"201",1980-07-15,"Tue","robbery","PIRA","firm","banks","gunmen rob banks","Ireland","Roscommon","Irish unity",NA,NA,4,0,0,0,"N",0,0,0,7424,"Reuters","14/10/1980",NA,"15/07/1980","TBD"
"202",1980-07-16,"Wed","assassination","PIRA","government","police","shoot dead two policemen","Ireland","Roscommon","Irish unity",NA,NA,4,0,0,0,"Y",2,0,2,7424,"Reuters","14/10/1980",NA,"16/07/1980","TBD"
"203",1980-07-17,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/07/1980","TBD"
"204",1980-07-18,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/07/1980","TBD"
"205",1980-07-19,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/07/1980","TBD"
"206",1980-07-20,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/07/1980","TBD"
"207",1980-07-21,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/07/1980","TBD"
"208",1980-07-22,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/07/1980","TBD"
"209",1980-07-23,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/07/1980","TBD"
"210",1980-07-24,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/07/1980","TBD"
"211",1980-07-25,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/07/1980","TBD"
"212",1980-07-26,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/07/1980","TBD"
"213",1980-07-27,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/07/1980","TBD"
"214",1980-07-28,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/07/1980","TBD"
"215",1980-07-29,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/07/1980","TBD"
"216",1980-07-30,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/07/1980","TBD"
"217",1980-07-31,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/07/1980","TBD"
"218",1980-08-01,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/08/1980","TBD"
"219",1980-08-02,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/08/1980","TBD"
"220",1980-08-03,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/08/1980","TBD"
"221",1980-08-04,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/08/1980","TBD"
"222",1980-08-05,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/08/1980","TBD"
"223",1980-08-06,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/08/1980","TBD"
"224",1980-08-07,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/08/1980","TBD"
"225",1980-08-08,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/08/1980","TBD"
"226",1980-08-09,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/08/1980","TBD"
"227",1980-08-10,"Sun","demonstration","Dutch Ireland Committee","UK","embassy","protest UK troops occupying Northern Ireland","Ireland","Dublin","anti-UK",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/08/1980",NA,"10/08/1980","TBD"
"228",1980-08-11,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/08/1980","TBD"
"229",1980-08-12,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/08/1980","TBD"
"230",1980-08-13,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/08/1980","TBD"
"231",1980-08-14,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/08/1980","TBD"
"232",1980-08-15,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/08/1980","TBD"
"233",1980-08-16,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/08/1980","TBD"
"234",1980-08-17,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/08/1980","TBD"
"235",1980-08-18,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/08/1980","TBD"
"236",1980-08-19,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/08/1980","TBD"
"237",1980-08-20,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/08/1980","TBD"
"238",1980-08-21,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/08/1980","TBD"
"239",1980-08-22,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/08/1980","TBD"
"240",1980-08-23,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/08/1980","TBD"
"241",1980-08-24,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/08/1980","TBD"
"242",1980-08-25,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/08/1980","TBD"
"243",1980-08-26,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/08/1980","TBD"
"244",1980-08-27,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/08/1980","TBD"
"245",1980-08-28,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/08/1980","TBD"
"246",1980-08-29,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/08/1980","TBD"
"247",1980-08-30,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/08/1980","TBD"
"248",1980-08-31,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/08/1980","TBD"
"249",1980-09-01,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/09/1980","TBD"
"250",1980-09-02,"Tue","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"02/09/1980","TBD"
"251",1980-09-03,"Wed","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"03/09/1980","TBD"
"252",1980-09-04,"Thu","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"04/09/1980","TBD"
"253",1980-09-05,"Fri","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"05/09/1980","TBD"
"254",1980-09-06,"Sat","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"06/09/1980","TBD"
"255",1980-09-07,"Sun","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"07/09/1980","TBD"
"256",1980-09-08,"Mon","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"08/09/1980","TBD"
"257",1980-09-09,"Tue","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"09/09/1980","TBD"
"258",1980-09-10,"Wed","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"10/09/1980","TBD"
"259",1980-09-11,"Thu","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"11/09/1980","TBD"
"260",1980-09-12,"Fri","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"12/09/1980","TBD"
"261",1980-09-13,"Sat","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"13/09/1980","TBD"
"262",1980-09-14,"Sun","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"14/09/1980","TBD"
"263",1980-09-15,"Mon","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"15/09/1980","TBD"
"264",1980-09-16,"Tue","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"16/09/1980","TBD"
"265",1980-09-17,"Wed","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"17/09/1980","TBD"
"266",1980-09-18,"Thu","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"18/09/1980","TBD"
"267",1980-09-19,"Fri","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"19/09/1980","TBD"
"268",1980-09-20,"Sat","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"20/09/1980","TBD"
"269",1980-09-21,"Sun","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"21/09/1980","TBD"
"270",1980-09-22,"Mon","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"22/09/1980","TBD"
"271",1980-09-23,"Tue","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"23/09/1980","TBD"
"272",1980-09-24,"Wed","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"24/09/1980","TBD"
"273",1980-09-25,"Thu","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"25/09/1980","TBD"
"274",1980-09-26,"Fri","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"26/09/1980","TBD"
"275",1980-09-27,"Sat","strike","oil tanker drivers","firm","oil companies","strike for higher pay","Ireland","Ireland","wages",NA,NA,500,0,0,0,"N",0,0,0,678827,"Reuters","30/09/1980",NA,"27/09/1980","TBD"
